,city,job_title,company_name,location,summary,salary
138,Chicago,Junior Scientist/Engineer,Oneida ESC Group,"Chicago, IL 60603 (Loop area)",Nothing found,"Strong organizational, technical writing and communication skills. Prepare work plans, sampling plans, and technical correspondences...."
139,Chicago,Research Analyst - Non-Code Position,State of Illinois,"Cook County, IL","$55,000 - $60,000 a year",Understanding of social science research methodologies; Ability to analyze qualitative and quantitative data using statistical software when appropriate;...
140,Chicago,"Data Scientist, Risk",Groupon,"Chicago, IL 60654 (Loop area)",Nothing found,Educate end-users on how to use tools and interpret data analyses. Quickly understand and complete ad hoc data requests from various business leaders within the...
141,Chicago,Data Scientist,Reputation.com,"Chicago, IL",Nothing found,Data visualization experience a plus. As a Data Scientist you will be at the center of this mission. Experience with NLP/text analytics is a plus....
142,Chicago,Data Scientist - Life Sciences,Argonne National Laboratory,"Lemont, IL 60439",Nothing found,Familiarity working in a Unix environment. Ability to think independently and innovatively to develop exceptional technical solutions required....
143,Chicago,Data Analytics or Statistics Intern,City of Chicago Inspector General's Office,"Chicago, IL 60654 (Loop area)",Nothing found,"Ability to work with large data sets. Experience using programming languages such as R, Python or Penatho...."
144,Chicago,Data Scientist / Quantitative Analyst,S&P GLOBAL MARKET INTELLIGENCE,"Chicago, IL 60601 (Loop area)",Nothing found,The results are then thoroughly documented. We are seeking a Data Scientist / Quantitative Analyst to join our Quantamental Research team....
145,Chicago,Data Scientist,"Strata Decision Technology, L.L.C.","Chicago, IL 60601 (Loop area)",Nothing found,"Using advanced machine learning techniques to combine and compare large data sets. Conducting ad-hoc analysis and presenting results in a clean, clear and..."
146,Chicago,Fraud Data Scientist,Bank of America,"Chicago, IL 60601 (Loop area)",Nothing found,"Model development (neural network, deep learning, random forest). Solid knowledge of R, Java or Spark, and various commercial and model generation software...."
147,Chicago,Healthcare Data Scientist,TransUnion,"Chicago, IL 60661 (Near West Side area)",Nothing found,Previous experiences in analyzing unstructured data using NLP. Ability to interpret statistical concepts behind models and packages....
148,Chicago,Eicoff - Data Scientist,Ogilvy,"Chicago, IL",Nothing found,"5+ years of statistical modeling experience. Provide innovative, actionable and insightful analysis. Eicoff is a Chicago-based, full-service advertising agency...."
149,Chicago,Pricing & Promotions Data Scientist,Groupon,"Chicago, IL 60654 (Loop area)",Nothing found,"Predictive modeling, recommender system, data mining, machine learning, statistical analysis, and A/B testing; Data scientist, statistician, big data analyst...."
150,Chicago,Marketing Data Scientist,Home Chef,"Chicago, IL 60611 (Near North Side area)",Nothing found,Using Looker (or other visualization tools) to deliver insights at scale. Using internal data sources to improve personalization across channels....
151,Chicago,Lead Data Scientist,Nielsen,"Chicago, IL 60647",Nothing found,"By integrating information from its Watch and Buy segments and other data sources, Nielsen provides its clients with both world-class measurement as well as..."
152,Chicago,Senior Research Consultant/Data Scientist,UnitedHealth Group,"Chicago, IL 60290 (Loop area)",Nothing found,"Data Scientist, PBM, Pharmacy, Research Consultant, OptumRx, UHG, UHC, Optum, MN, IL, Chicago, Schaumburg, Minnetonka, Data, Analytics, healthcare, SAS, SQL,..."
153,Chicago,Senior Data Scientist- Allstate Roadside Services,Allstate,"Chicago, IL 60290 (Loop area)",Nothing found,The Data Scientist Family requires Analytic Agility; Manage data and data requests to improve the accuracy of our data and decisions made from data analysis....
154,Chicago,Senior Data Scientist,UnitedHealth Group,"Chicago, IL 60290 (Loop area)",Nothing found,You should be an exceptional disciplined and self-motivated Data Scientist with predictive modeling and advanced analytics experience and a passion for working...
155,Chicago,Insurance Data Scientist,TransUnion,"Chicago, IL 60661 (Near West Side area)","Similar jobs pay $93,000 - $137,000 a year","Sr Analyst, Data Science and Analytics. Experience writing intermediate SQL queries for data extraction. Contribute to advanced insurance analytics on topics..."
156,Chicago,Data Scientist,Milliman,"Chicago, IL 60601 (Loop area)","Similar jobs pay $106,000 - $156,000 a year",Work closely with other data scientists and quantitative researchers to produce innovative algorithmic solutions. Knowledge of data visualization; Job Details....
157,Chicago,"Data Scientist (Pricing & Experimentation), Finance Research",Grubhub,"Chicago, IL 60602 (Loop area)","Similar jobs pay $82,000 - $121,000 a year","Grubhub is looking for a bright, curious and energetic Data Scientist focused on Pricing to join the data nerds on the Finance Research Team at GrubHub...."
158,Chicago,Data Scientist,TransUnion,"Chicago, IL 60661 (Near West Side area)","Similar jobs pay $87,000 - $128,000 a year","Sr Analyst, Data Science and Analytics. Experience working with credit bureau data and solutions preferred. Previous experience in using other programming and..."
159,Chicago,Eicoff - Data Scientist,Ogilvy,"Chicago, IL","Similar jobs pay $97,000 - $144,000 a year","Data scientists are passionate about using all types of data to drive insights, strategy, decisions, and creative...."
160,Chicago,Data Scientist / Quantitative Analyst,S&P GLOBAL MARKET INTELLIGENCE,"Chicago, IL 60601 (Loop area)","Similar jobs pay $86,000 - $127,000 a year",Data Scientist / Quantitative Analyst. Alternative Data Sets. We are seeking a Data Scientist / Quantitative Analyst to join our Quantamental Research team....
161,Chicago,Bank Operational Data Analyst & Scientist,BMO Financial Group,"Chicago, IL","$112,000 - $165,000 a year (Indeed est.)",Data processing and reconciliation. Advanced data analysis techniques:. Enhance use of computer assisted audit and data techniques with a focus on ongoing data...
162,Chicago,"Associate, Data Engineer",KPMG,"Chicago, IL 60290 (Loop area)",Nothing found,Assist the development of big data analytics and cloud applications to facilitate the work of data scientists and solution developers....
163,Chicago,Junior Quantitative Researcher - Machine Learning,Akuna Capital,"Chicago, IL",Nothing found,"Akuna Capital is a young and booming trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation...."
164,Chicago,Data Science Engineer,Nielsen,"Chicago, IL 60647","$98,000 - $144,000 a year (Indeed est.)",The ideal candidate is an experienced Data Scientist or ML Engineer who enjoys optimizing data systems and building them from the ground up....
165,Chicago,Data Scientist,KEYENCE,"Itasca, IL 60143","$70,000 - $103,000 a year (Indeed est.)","Data Scientist. KEYENCE is looking for a special type of Data Scientist, one with proven experience using data science to improve business operations as well as..."
166,Chicago,Business Analyst - Entry-Level - Tech Startup,Enterprise Peak,"Chicago, IL",Nothing found,"We operate utilizing our virtual consulting platform of scientists, engineers, and management consultants to deliver global engagements. About Us:...."
167,Chicago,Data Science Engineer,Agentis Energy,"Chicago, IL","$85,000 - $126,000 a year (Indeed est.)",3+ years’ experience in a professional data scientist role. Data Science Engineer. Mentor junior team members in data analysis and data science best practices....
168,Chicago,Research Health Scientist - Data Translation Specialist,US Department of Veterans Affairs,"Hines, IL","$68,897 - $89,572 a year","Data Analysis. Data Management. Accrues appropriate research data, maintains data files, establishes databases, and assures appropriate data compilation,..."
169,Chicago,Senior Data Science Product Manager,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL","$102,000 - $150,000 a year (Indeed est.)",Data visualization; They will have indirect leadership over data scientists assigned to these initiatives. Data analysis and relational-style query languages;...
170,Chicago,Senior Data Scientist,Maven Wave Partners,"Chicago, IL",Nothing found,Perform data collection for Data Science operations including Machine Learning. Develop custom data models and algorithms to apply to data sets....
171,Chicago,Senior Data Scientist,Precima,"Chicago, IL",Nothing found,"PH.D or Master in quantitative fields such as Computer science , engineering, Operation Research, Statistics, Applied Math, Economics...."
172,Chicago,Team Lead Data Science,Grubhub,"Chicago, IL 60602 (Loop area)",Nothing found,"Familiarity with object oriented programming. The EEO is the Law poster is available here:. 6+ years of experience in building quantitative models, predictive..."
173,Chicago,"Analyst, Data Science",Evolent Health,"Chicago, IL",Nothing found,Proficiency working at the command line / shell. Foundational understanding of core concepts in statistics and predictive modeling....
